"","Respondent","experiment","Choice_Set","Choice","alternative","Philips","Krups","Capacity5","Capacity10","Price59","Price79","Grinder","Filter","urb"
"102",5,34,2,FALSE,3,0,1,1,0,0,1,1,0,1
"103",5,35,3,TRUE,1,0,0,0,0,1,0,0,0,1
"104",5,35,3,FALSE,2,0,0,0,0,0,0,1,1,1
"105",5,35,3,FALSE,3,0,1,1,0,0,1,1,0,1
"106",5,36,4,TRUE,1,0,1,1,0,1,0,1,1,1
"107",5,36,4,FALSE,2,0,0,0,0,1,0,0,1,1
"108",5,36,4,FALSE,3,0,1,1,0,0,1,1,0,1
"109",5,37,5,FALSE,1,0,1,0,0,0,1,0,1,1
"110",5,37,5,TRUE,2,1,0,0,1,1,0,1,0,1
"111",5,37,5,FALSE,3,0,1,1,0,0,1,1,0,1
"112",5,38,6,FALSE,1,0,0,1,0,0,1,1,0,1
"113",5,38,6,FALSE,2,1,0,0,0,0,1,0,0,1
"114",5,38,6,TRUE,3,0,1,1,0,0,1,1,0,1
"115",5,39,7,FALSE,1,0,1,0,1,0,0,0,0,1
"116",5,39,7,FALSE,2,1,0,1,0,0,0,0,1,1
"117",5,39,7,TRUE,3,0,1,1,0,0,1,1,0,1
"118",5,40,8,TRUE,1,0,0,0,1,0,1,0,1,1
"119",5,40,8,FALSE,2,0,0,0,0,0,0,1,0,1
"120",5,40,8,FALSE,3,0,1,1,0,0,1,1,0,1
"121",6,41,1,FALSE,1,0,1,0,0,0,1,1,0,1
"122",6,41,1,TRUE,2,0,0,0,1,0,1,1,1,1
"123",6,41,1,FALSE,3,0,1,1,0,0,1,1,0,1
"124",6,42,2,FALSE,1,0,0,1,0,0,1,0,0,1
"125",6,42,2,TRUE,2,1,0,0,0,0,1,1,1,1
"126",6,42,2,FALSE,3,0,1,1,0,0,1,1,0,1
"127",6,43,3,FALSE,1,0,0,0,0,1,0,0,0,1
"128",6,43,3,TRUE,2,0,0,0,0,0,0,1,1,1
"129",6,43,3,FALSE,3,0,1,1,0,0,1,1,0,1
"130",6,44,4,FALSE,1,0,1,1,0,1,0,1,1,1
"131",6,44,4,TRUE,2,0,0,0,0,1,0,0,1,1
"132",6,44,4,FALSE,3,0,1,1,0,0,1,1,0,1
"133",6,45,5,TRUE,1,0,1,0,0,0,1,0,1,1
"134",6,45,5,FALSE,2,1,0,0,1,1,0,1,0,1
"135",6,45,5,FALSE,3,0,1,1,0,0,1,1,0,1
"136",6,46,6,TRUE,1,0,0,1,0,0,1,1,0,1
"137",6,46,6,FALSE,2,1,0,0,0,0,1,0,0,1
"138",6,46,6,FALSE,3,0,1,1,0,0,1,1,0,1
"139",6,47,7,FALSE,1,0,1,0,1,0,0,0,0,1
"140",6,47,7,TRUE,2,1,0,1,0,0,0,0,1,1
"141",6,47,7,FALSE,3,0,1,1,0,0,1,1,0,1
"142",6,48,8,TRUE,1,0,0,0,1,0,1,0,1,1
"143",6,48,8,FALSE,2,0,0,0,0,0,0,1,0,1
"144",6,48,8,FALSE,3,0,1,1,0,0,1,1,0,1
"145",7,49,1,FALSE,1,0,1,0,0,0,1,1,0,1
"146",7,49,1,TRUE,2,0,0,0,1,0,1,1,1,1
"147",7,49,1,FALSE,3,0,1,1,0,0,1,1,0,1
"148",7,50,2,FALSE,1,0,0,1,0,0,1,0,0,1
"149",7,50,2,TRUE,2,1,0,0,0,0,1,1,1,1
"150",7,50,2,FALSE,3,0,1,1,0,0,1,1,0,1
"151",7,51,3,FALSE,1,0,0,0,0,1,0,0,0,1
"152",7,51,3,TRUE,2,0,0,0,0,0,0,1,1,1
"153",7,51,3,FALSE,3,0,1,1,0,0,1,1,0,1
"154",7,52,4,FALSE,1,0,1,1,0,1,0,1,1,1
"155",7,52,4,TRUE,2,0,0,0,0,1,0,0,1,1
"156",7,52,4,FALSE,3,0,1,1,0,0,1,1,0,1
"157",7,53,5,TRUE,1,0,1,0,0,0,1,0,1,1
"158",7,53,5,FALSE,2,1,0,0,1,1,0,1,0,1
"159",7,53,5,FALSE,3,0,1,1,0,0,1,1,0,1
"160",7,54,6,FALSE,1,0,0,1,0,0,1,1,0,1
"161",7,54,6,TRUE,2,1,0,0,0,0,1,0,0,1
"162",7,54,6,FALSE,3,0,1,1,0,0,1,1,0,1
"163",7,55,7,FALSE,1,0,1,0,1,0,0,0,0,1
"164",7,55,7,TRUE,2,1,0,1,0,0,0,0,1,1
"165",7,55,7,FALSE,3,0,1,1,0,0,1,1,0,1
"166",7,56,8,TRUE,1,0,0,0,1,0,1,0,1,1
"167",7,56,8,FALSE,2,0,0,0,0,0,0,1,0,1
"168",7,56,8,FALSE,3,0,1,1,0,0,1,1,0,1
"169",8,57,1,FALSE,1,0,1,0,0,0,1,1,0,1
"170",8,57,1,TRUE,2,0,0,0,1,0,1,1,1,1
"171",8,57,1,FALSE,3,0,1,1,0,0,1,1,0,1
"172",8,58,2,FALSE,1,0,0,1,0,0,1,0,0,1
"173",8,58,2,TRUE,2,1,0,0,0,0,1,1,1,1
"174",8,58,2,FALSE,3,0,1,1,0,0,1,1,0,1
"175",8,59,3,FALSE,1,0,0,0,0,1,0,0,0,1
"176",8,59,3,TRUE,2,0,0,0,0,0,0,1,1,1
"177",8,59,3,FALSE,3,0,1,1,0,0,1,1,0,1
"178",8,60,4,FALSE,1,0,1,1,0,1,0,1,1,1
"179",8,60,4,TRUE,2,0,0,0,0,1,0,0,1,1
"180",8,60,4,FALSE,3,0,1,1,0,0,1,1,0,1
"181",8,61,5,FALSE,1,0,1,0,0,0,1,0,1,1
"182",8,61,5,TRUE,2,1,0,0,1,1,0,1,0,1
"183",8,61,5,FALSE,3,0,1,1,0,0,1,1,0,1
"184",8,62,6,FALSE,1,0,0,1,0,0,1,1,0,1
"185",8,62,6,TRUE,2,1,0,0,0,0,1,0,0,1
"186",8,62,6,FALSE,3,0,1,1,0,0,1,1,0,1
"187",8,63,7,TRUE,1,0,1,0,1,0,0,0,0,1
"188",8,63,7,FALSE,2,1,0,1,0,0,0,0,1,1
"189",8,63,7,FALSE,3,0,1,1,0,0,1,1,0,1
"190",8,64,8,FALSE,1,0,0,0,1,0,1,0,1,1
"191",8,64,8,TRUE,2,0,0,0,0,0,0,1,0,1
"192",8,64,8,FALSE,3,0,1,1,0,0,1,1,0,1
"193",9,65,1,TRUE,1,0,1,0,0,0,1,1,0,0
"194",9,65,1,FALSE,2,0,0,0,1,0,1,1,1,0
"195",9,65,1,FALSE,3,0,1,1,0,0,1,1,0,0
"196",9,66,2,FALSE,1,0,0,1,0,0,1,0,0,0
"197",9,66,2,TRUE,2,1,0,0,0,0,1,1,1,0
"198",9,66,2,FALSE,3,0,1,1,0,0,1,1,0,0
"199",9,67,3,TRUE,1,0,0,0,0,1,0,0,0,0
"200",9,67,3,FALSE,2,0,0,0,0,0,0,1,1,0
"201",9,67,3,FALSE,3,0,1,1,0,0,1,1,0,0
"202",9,68,4,FALSE,1,0,1,1,0,1,0,1,1,0
"203",9,68,4,TRUE,2,0,0,0,0,1,0,0,1,0
"204",9,68,4,FALSE,3,0,1,1,0,0,1,1,0,0
"205",9,69,5,FALSE,1,0,1,0,0,0,1,0,1,0
"206",9,69,5,TRUE,2,1,0,0,1,1,0,1,0,0
"207",9,69,5,FALSE,3,0,1,1,0,0,1,1,0,0
"208",9,70,6,FALSE,1,0,0,1,0,0,1,1,0,0
"209",9,70,6,TRUE,2,1,0,0,0,0,1,0,0,0
"210",9,70,6,FALSE,3,0,1,1,0,0,1,1,0,0
"211",9,71,7,TRUE,1,0,1,0,1,0,0,0,0,0
"212",9,71,7,FALSE,2,1,0,1,0,0,0,0,1,0
"213",9,71,7,FALSE,3,0,1,1,0,0,1,1,0,0
"214",9,72,8,TRUE,1,0,0,0,1,0,1,0,1,0
"215",9,72,8,FALSE,2,0,0,0,0,0,0,1,0,0
"216",9,72,8,FALSE,3,0,1,1,0,0,1,1,0,0
"217",10,73,1,FALSE,1,0,1,0,0,0,1,1,0,1
"218",10,73,1,TRUE,2,0,0,0,1,0,1,1,1,1
"219",10,73,1,FALSE,3,0,1,1,0,0,1,1,0,1
"220",10,74,2,FALSE,1,0,0,1,0,0,1,0,0,1
"221",10,74,2,TRUE,2,1,0,0,0,0,1,1,1,1
"222",10,74,2,FALSE,3,0,1,1,0,0,1,1,0,1
"223",10,75,3,FALSE,1,0,0,0,0,1,0,0,0,1
"224",10,75,3,TRUE,2,0,0,0,0,0,0,1,1,1
"225",10,75,3,FALSE,3,0,1,1,0,0,1,1,0,1
"226",10,76,4,FALSE,1,0,1,1,0,1,0,1,1,1
"227",10,76,4,TRUE,2,0,0,0,0,1,0,0,1,1
"228",10,76,4,FALSE,3,0,1,1,0,0,1,1,0,1
"229",10,77,5,FALSE,1,0,1,0,0,0,1,0,1,1
"230",10,77,5,TRUE,2,1,0,0,1,1,0,1,0,1
"231",10,77,5,FALSE,3,0,1,1,0,0,1,1,0,1
"232",10,78,6,FALSE,1,0,0,1,0,0,1,1,0,1
"233",10,78,6,TRUE,2,1,0,0,0,0,1,0,0,1
"234",10,78,6,FALSE,3,0,1,1,0,0,1,1,0,1
"235",10,79,7,FALSE,1,0,1,0,1,0,0,0,0,1
"236",10,79,7,FALSE,2,1,0,1,0,0,0,0,1,1
"237",10,79,7,TRUE,3,0,1,1,0,0,1,1,0,1
"238",10,80,8,TRUE,1,0,0,0,1,0,1,0,1,1
"239",10,80,8,FALSE,2,0,0,0,0,0,0,1,0,1
"240",10,80,8,FALSE,3,0,1,1,0,0,1,1,0,1
"241",11,81,1,FALSE,1,0,1,0,0,0,1,1,0,0
"242",11,81,1,TRUE,2,0,0,0,1,0,1,1,1,0
"243",11,81,1,FALSE,3,0,1,1,0,0,1,1,0,0
"244",11,82,2,FALSE,1,0,0,1,0,0,1,0,0,0
"245",11,82,2,TRUE,2,1,0,0,0,0,1,1,1,0
"246",11,82,2,FALSE,3,0,1,1,0,0,1,1,0,0
"247",11,83,3,TRUE,1,0,0,0,0,1,0,0,0,0
"248",11,83,3,FALSE,2,0,0,0,0,0,0,1,1,0
"249",11,83,3,FALSE,3,0,1,1,0,0,1,1,0,0
"250",11,84,4,FALSE,1,0,1,1,0,1,0,1,1,0
"251",11,84,4,TRUE,2,0,0,0,0,1,0,0,1,0
"252",11,84,4,FALSE,3,0,1,1,0,0,1,1,0,0
"253",11,85,5,TRUE,1,0,1,0,0,0,1,0,1,0
"254",11,85,5,FALSE,2,1,0,0,1,1,0,1,0,0
"255",11,85,5,FALSE,3,0,1,1,0,0,1,1,0,0
"256",11,86,6,FALSE,1,0,0,1,0,0,1,1,0,0
"257",11,86,6,TRUE,2,1,0,0,0,0,1,0,0,0
"258",11,86,6,FALSE,3,0,1,1,0,0,1,1,0,0
"259",11,87,7,FALSE,1,0,1,0,1,0,0,0,0,0
"260",11,87,7,FALSE,2,1,0,1,0,0,0,0,1,0
"261",11,87,7,TRUE,3,0,1,1,0,0,1,1,0,0
"262",11,88,8,TRUE,1,0,0,0,1,0,1,0,1,0
"263",11,88,8,FALSE,2,0,0,0,0,0,0,1,0,0
"264",11,88,8,FALSE,3,0,1,1,0,0,1,1,0,0
"265",12,89,1,FALSE,1,0,1,0,0,0,1,1,0,0
"266",12,89,1,TRUE,2,0,0,0,1,0,1,1,1,0
"267",12,89,1,FALSE,3,0,1,1,0,0,1,1,0,0
"268",12,90,2,FALSE,1,0,0,1,0,0,1,0,0,0
"269",12,90,2,TRUE,2,1,0,0,0,0,1,1,1,0
"270",12,90,2,FALSE,3,0,1,1,0,0,1,1,0,0
"271",12,91,3,FALSE,1,0,0,0,0,1,0,0,0,0
"272",12,91,3,TRUE,2,0,0,0,0,0,0,1,1,0
"273",12,91,3,FALSE,3,0,1,1,0,0,1,1,0,0
"274",12,92,4,TRUE,1,0,1,1,0,1,0,1,1,0
"275",12,92,4,FALSE,2,0,0,0,0,1,0,0,1,0
"276",12,92,4,FALSE,3,0,1,1,0,0,1,1,0,0
"277",12,93,5,TRUE,1,0,1,0,0,0,1,0,1,0
"278",12,93,5,FALSE,2,1,0,0,1,1,0,1,0,0
"279",12,93,5,FALSE,3,0,1,1,0,0,1,1,0,0
"280",12,94,6,FALSE,1,0,0,1,0,0,1,1,0,0
"281",12,94,6,FALSE,2,1,0,0,0,0,1,0,0,0
"282",12,94,6,TRUE,3,0,1,1,0,0,1,1,0,0
"283",12,95,7,FALSE,1,0,1,0,1,0,0,0,0,0
"284",12,95,7,TRUE,2,1,0,1,0,0,0,0,1,0
"285",12,95,7,FALSE,3,0,1,1,0,0,1,1,0,0
"286",12,96,8,TRUE,1,0,0,0,1,0,1,0,1,0
"287",12,96,8,FALSE,2,0,0,0,0,0,0,1,0,0
"288",12,96,8,FALSE,3,0,1,1,0,0,1,1,0,0
"289",13,97,1,TRUE,1,0,1,0,0,0,1,1,0,0
"290",13,97,1,FALSE,2,0,0,0,1,0,1,1,1,0
"291",13,97,1,FALSE,3,0,1,1,0,0,1,1,0,0
"292",13,98,2,FALSE,1,0,0,1,0,0,1,0,0,0
"293",13,98,2,TRUE,2,1,0,0,0,0,1,1,1,0
"294",13,98,2,FALSE,3,0,1,1,0,0,1,1,0,0
"295",13,99,3,FALSE,1,0,0,0,0,1,0,0,0,0
"296",13,99,3,TRUE,2,0,0,0,0,0,0,1,1,0
"297",13,99,3,FALSE,3,0,1,1,0,0,1,1,0,0
"298",13,100,4,FALSE,1,0,1,1,0,1,0,1,1,0
"299",13,100,4,FALSE,2,0,0,0,0,1,0,0,1,0
"300",13,100,4,TRUE,3,0,1,1,0,0,1,1,0,0
"301",13,101,5,TRUE,1,0,1,0,0,0,1,0,1,0
"302",13,101,5,FALSE,2,1,0,0,1,1,0,1,0,0
"303",13,101,5,FALSE,3,0,1,1,0,0,1,1,0,0
"304",13,102,6,FALSE,1,0,0,1,0,0,1,1,0,0
"305",13,102,6,TRUE,2,1,0,0,0,0,1,0,0,0
"306",13,102,6,FALSE,3,0,1,1,0,0,1,1,0,0
"307",13,103,7,TRUE,1,0,1,0,1,0,0,0,0,0
"308",13,103,7,FALSE,2,1,0,1,0,0,0,0,1,0
"309",13,103,7,FALSE,3,0,1,1,0,0,1,1,0,0
"310",13,104,8,FALSE,1,0,0,0,1,0,1,0,1,0
"311",13,104,8,TRUE,2,0,0,0,0,0,0,1,0,0
"312",13,104,8,FALSE,3,0,1,1,0,0,1,1,0,0
"313",14,105,1,FALSE,1,0,1,0,0,0,1,1,0,1
"314",14,105,1,TRUE,2,0,0,0,1,0,1,1,1,1
"315",14,105,1,FALSE,3,0,1,1,0,0,1,1,0,1
"316",14,106,2,FALSE,1,0,0,1,0,0,1,0,0,1
"317",14,106,2,TRUE,2,1,0,0,0,0,1,1,1,1
"318",14,106,2,FALSE,3,0,1,1,0,0,1,1,0,1
"319",14,107,3,TRUE,1,0,0,0,0,1,0,0,0,1
"320",14,107,3,FALSE,2,0,0,0,0,0,0,1,1,1
"321",14,107,3,FALSE,3,0,1,1,0,0,1,1,0,1
"322",14,108,4,FALSE,1,0,1,1,0,1,0,1,1,1
"323",14,108,4,TRUE,2,0,0,0,0,1,0,0,1,1
"324",14,108,4,FALSE,3,0,1,1,0,0,1,1,0,1
"325",14,109,5,FALSE,1,0,1,0,0,0,1,0,1,1
"326",14,109,5,TRUE,2,1,0,0,1,1,0,1,0,1
"327",14,109,5,FALSE,3,0,1,1,0,0,1,1,0,1
"328",14,110,6,FALSE,1,0,0,1,0,0,1,1,0,1
"329",14,110,6,TRUE,2,1,0,0,0,0,1,0,0,1
"330",14,110,6,FALSE,3,0,1,1,0,0,1,1,0,1
"331",14,111,7,TRUE,1,0,1,0,1,0,0,0,0,1
"332",14,111,7,FALSE,2,1,0,1,0,0,0,0,1,1
"333",14,111,7,FALSE,3,0,1,1,0,0,1,1,0,1
"334",14,112,8,TRUE,1,0,0,0,1,0,1,0,1,1
"335",14,112,8,FALSE,2,0,0,0,0,0,0,1,0,1
"336",14,112,8,FALSE,3,0,1,1,0,0,1,1,0,1
"337",15,113,1,TRUE,1,0,1,0,0,0,1,1,0,0
"338",15,113,1,FALSE,2,0,0,0,1,0,1,1,1,0
"339",15,113,1,FALSE,3,0,1,1,0,0,1,1,0,0
"340",15,114,2,FALSE,1,0,0,1,0,0,1,0,0,0
"341",15,114,2,TRUE,2,1,0,0,0,0,1,1,1,0
"342",15,114,2,FALSE,3,0,1,1,0,0,1,1,0,0
"343",15,115,3,TRUE,1,0,0,0,0,1,0,0,0,0
"344",15,115,3,FALSE,2,0,0,0,0,0,0,1,1,0
"345",15,115,3,FALSE,3,0,1,1,0,0,1,1,0,0
"346",15,116,4,FALSE,1,0,1,1,0,1,0,1,1,0
"347",15,116,4,TRUE,2,0,0,0,0,1,0,0,1,0
"348",15,116,4,FALSE,3,0,1,1,0,0,1,1,0,0
"349",15,117,5,TRUE,1,0,1,0,0,0,1,0,1,0
"350",15,117,5,FALSE,2,1,0,0,1,1,0,1,0,0
"351",15,117,5,FALSE,3,0,1,1,0,0,1,1,0,0
"352",15,118,6,FALSE,1,0,0,1,0,0,1,1,0,0
"353",15,118,6,TRUE,2,1,0,0,0,0,1,0,0,0
"354",15,118,6,FALSE,3,0,1,1,0,0,1,1,0,0
"355",15,119,7,FALSE,1,0,1,0,1,0,0,0,0,0
"356",15,119,7,FALSE,2,1,0,1,0,0,0,0,1,0
"357",15,119,7,TRUE,3,0,1,1,0,0,1,1,0,0
"358",15,120,8,FALSE,1,0,0,0,1,0,1,0,1,0
"359",15,120,8,TRUE,2,0,0,0,0,0,0,1,0,0
"360",15,120,8,FALSE,3,0,1,1,0,0,1,1,0,0
"361",16,121,1,FALSE,1,0,1,0,0,0,1,1,0,1
"362",16,121,1,TRUE,2,0,0,0,1,0,1,1,1,1
"363",16,121,1,FALSE,3,0,1,1,0,0,1,1,0,1
"364",16,122,2,FALSE,1,0,0,1,0,0,1,0,0,1
"365",16,122,2,TRUE,2,1,0,0,0,0,1,1,1,1
"366",16,122,2,FALSE,3,0,1,1,0,0,1,1,0,1
"367",16,123,3,TRUE,1,0,0,0,0,1,0,0,0,1
"368",16,123,3,FALSE,2,0,0,0,0,0,0,1,1,1
"369",16,123,3,FALSE,3,0,1,1,0,0,1,1,0,1
"370",16,124,4,FALSE,1,0,1,1,0,1,0,1,1,1
"371",16,124,4,TRUE,2,0,0,0,0,1,0,0,1,1
"372",16,124,4,FALSE,3,0,1,1,0,0,1,1,0,1
"373",16,125,5,FALSE,1,0,1,0,0,0,1,0,1,1
"374",16,125,5,TRUE,2,1,0,0,1,1,0,1,0,1
"375",16,125,5,FALSE,3,0,1,1,0,0,1,1,0,1
"376",16,126,6,FALSE,1,0,0,1,0,0,1,1,0,1
"377",16,126,6,TRUE,2,1,0,0,0,0,1,0,0,1
"378",16,126,6,FALSE,3,0,1,1,0,0,1,1,0,1
"379",16,127,7,TRUE,1,0,1,0,1,0,0,0,0,1
"380",16,127,7,FALSE,2,1,0,1,0,0,0,0,1,1
"381",16,127,7,FALSE,3,0,1,1,0,0,1,1,0,1
"382",16,128,8,TRUE,1,0,0,0,1,0,1,0,1,1
"383",16,128,8,FALSE,2,0,0,0,0,0,0,1,0,1
"384",16,128,8,FALSE,3,0,1,1,0,0,1,1,0,1
"385",17,129,1,FALSE,1,0,1,0,0,0,1,1,0,1
"386",17,129,1,TRUE,2,0,0,0,1,0,1,1,1,1
"387",17,129,1,FALSE,3,0,1,1,0,0,1,1,0,1
"388",17,130,2,FALSE,1,0,0,1,0,0,1,0,0,1
"389",17,130,2,TRUE,2,1,0,0,0,0,1,1,1,1
"390",17,130,2,FALSE,3,0,1,1,0,0,1,1,0,1
"391",17,131,3,TRUE,1,0,0,0,0,1,0,0,0,1
"392",17,131,3,FALSE,2,0,0,0,0,0,0,1,1,1
"393",17,131,3,FALSE,3,0,1,1,0,0,1,1,0,1
"394",17,132,4,FALSE,1,0,1,1,0,1,0,1,1,1
"395",17,132,4,TRUE,2,0,0,0,0,1,0,0,1,1
"396",17,132,4,FALSE,3,0,1,1,0,0,1,1,0,1
"397",17,133,5,FALSE,1,0,1,0,0,0,1,0,1,1
"398",17,133,5,TRUE,2,1,0,0,1,1,0,1,0,1
"399",17,133,5,FALSE,3,0,1,1,0,0,1,1,0,1
"400",17,134,6,FALSE,1,0,0,1,0,0,1,1,0,1
"401",17,134,6,TRUE,2,1,0,0,0,0,1,0,0,1
"402",17,134,6,FALSE,3,0,1,1,0,0,1,1,0,1
"403",17,135,7,FALSE,1,0,1,0,1,0,0,0,0,1
"404",17,135,7,FALSE,2,1,0,1,0,0,0,0,1,1
"405",17,135,7,TRUE,3,0,1,1,0,0,1,1,0,1
"406",17,136,8,TRUE,1,0,0,0,1,0,1,0,1,1
"407",17,136,8,FALSE,2,0,0,0,0,0,0,1,0,1
